participantId,role,lane,totalScoreRank,totalPlayerScore,objectivePlayerScore,combatPlayerScore,champLevel,win,assists,deaths,goldEarned,goldSpent,totalDamageDealt,physicalDamageDealt,magicDamageDealt,trueDamageDealt,totalDamageDealtToChampions,physicalDamageDealtToChampions,magicDamageDealtToChampions,trueDamageDealtToChampions,largestCriticalStrike,totalTimeCrowdControlDealt,timeCCingOthers,longestTimeSpentLiving,damageSelfMitigated,totalDamageTaken,physicalDamageTaken,magicalDamageTaken,trueDamageTaken,totalHeal,totalUnitsHealed,turretKills,inhibitorKills,damageDealtToTurrets,damageDealtToObjectives,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,kills,doubleKills,tripleKills,quadraKills,pentaKills,largestMultiKill,killingSprees,largestKillingSpree,visionScore,wardsPlaced,wardsKilled,sightWardsBoughtInGame,visionWardsBoughtInGame
3,DUO_SUPPORT,BOTTOM,0,0,0,0,11,False,3,8,6336,5250,21613,5156,16303,153,6307,1681,4473,153,0,241,23,488,9003,17188,8363,8392,432,1582,3,0,0,0,0,18,3,2,1,0,0,0,0,0,0,0,0,18,11,4,0,0
4,NONE,JUNGLE,0,0,0,0,12,False,2,8,7841,7175,87527,77531,4663,5332,11787,9002,2269,516,0,210,6,505,13380,24906,15412,8781,712,7055,1,0,0,0,361,26,72,44,28,3,0,0,0,0,1,1,2,17,8,4,0,0
5,SOLO,TOP,0,0,0,0,12,False,2,6,8684,8275,91880,77861,13974,44,16450,12475,3931,44,0,223,8,470,10404,17816,9159,6598,2058,891,1,0,0,2295,2295,149,0,0,0,4,0,0,0,0,1,1,2,14,9,2,0,1
6,DUO_SUPPORT,BOTTOM,0,0,0,0,13,True,16,1,9479,8710,31493,8522,17346,5625,9551,2051,6916,584,0,112,21,1177,5577,11624,7300,4281,42,4646,3,0,0,1573,9275,18,0,0,0,4,1,0,0,0,2,2,2,33,15,1,0,3
7,SOLO,MIDDLE,0,0,0,0,14,True,10,5,10141,8785,103470,15674,87339,456,10849,1022,9827,0,0,639,14,466,9496,18546,7355,10978,212,3047,1,1,0,3504,4791,149,14,1,13,3,0,0,0,0,1,1,2,9,8,1,0,2
8,NONE,JUNGLE,0,0,0,0,14,True,16,2,11199,11025,132784,31045,88484,13254,21252,2768,18150,334,556,764,42,653,20441,27755,18951,8045,758,15974,1,1,0,1643,13041,25,72,50,22,7,1,0,0,0,2,2,4,56,18,4,0,2
9,SOLO,TOP,0,0,0,0,15,True,5,3,12140,10908,113487,97958,840,14688,17793,13697,840,3254,328,300,18,827,16739,21864,13276,8060,528,3135,1,2,1,9557,11825,173,1,0,1,9,1,0,0,0,2,2,5,14,7,1,0,1
10,DUO_CARRY,BOTTOM,0,0,0,0,13,True,10,1,11270,10000,126807,111279,10464,5063,16128,15228,783,116,1340,193,13,1411,4997,14674,8477,6043,153,2390,4,2,1,6266,20076,156,9,7,2,8,1,0,0,0,2,2,6,20,9,3,0,2
1,SOLO,MIDDLE,0,0,0,0,12,False,5,6,9791,7825,84342,80305,3670,366,12583,10303,1914,366,0,80,16,436,15802,14480,5892,8142,446,1145,1,0,0,211,7780,136,8,7,1,6,2,1,0,0,3,2,3,7,5,0,0,1
2,SOLO,TOP,0,0,0,0,15,False,4,4,11160,11163,130835,120542,1829,8463,25895,16734,1049,8111,570,159,9,989,24882,30952,12300,17981,670,10505,4,1,0,1966,1966,197,3,2,1,6,0,0,0,0,1,2,4,23,10,5,0,1
3,DUO_CARRY,BOTTOM,0,0,0,0,14,False,9,4,10371,9600,129151,121215,7935,0,12654,11552,1101,0,425,11,2,917,10595,18681,7870,10290,520,2897,4,1,0,460,2356,214,6,6,0,0,0,0,0,0,0,0,0,23,8,1,0,0
4,NONE,JUNGLE,0,0,0,0,15,False,7,3,12934,11725,168728,120238,34805,13684,16918,12254,4539,124,0,861,26,695,23315,27844,17179,10506,158,8276,1,1,0,3354,19341,75,83,58,25,10,0,0,0,0,1,4,3,41,23,1,0,2
5,DUO_SUPPORT,BOTTOM,0,0,0,0,12,False,13,7,8173,7600,23076,6162,11960,4953,6481,1257,3745,1477,0,251,30,525,5872,13657,5483,8103,70,2707,3,0,0,657,6133,18,0,0,0,0,0,0,0,0,0,0,0,35,18,3,0,0
6,DUO_CARRY,MIDDLE,0,0,0,0,16,True,6,6,14574,13350,184535,16666,167401,468,23260,1673,21118,468,0,17,2,447,16534,17012,13694,2491,826,2617,1,1,0,2930,3943,249,6,0,6,12,2,2,1,0,4,3,5,16,9,2,0,0
7,DUO_SUPPORT,BOTTOM,0,0,0,0,13,True,16,3,8449,7625,11337,3216,7454,666,5377,932,3779,666,0,75,34,589,13461,12427,8398,3244,784,910,3,0,0,441,1732,17,1,0,1,1,0,0,0,0,1,0,0,61,24,3,0,3
8,DUO_CARRY,BOTTOM,0,0,0,0,14,True,9,5,12146,11333,137914,118292,18611,1010,25384,20790,4353,240,0,134,1,585,8649,18173,14463,2853,856,1974,4,3,1,4195,10083,196,4,4,0,6,0,0,0,0,1,2,2,5,5,0,0,0
9,SOLO,TOP,0,0,0,0,15,True,4,8,11231,10100,118915,20836,98078,0,20062,2211,17850,0,0,531,21,388,17469,25215,19271,2853,3090,8250,1,0,0,2915,4774,192,2,1,1,3,0,0,0,0,1,1,2,20,12,1,0,0
10,DUO_SUPPORT,MIDDLE,0,0,0,0,16,True,13,0,11873,11700,189366,58516,51028,79820,7645,892,6262,490,0,1249,25,0,40529,36175,26640,4962,4572,23946,5,1,0,2195,17728,53,139,92,47,2,0,0,0,0,1,1,2,24,7,5,0,3
1,NONE,JUNGLE,0,0,0,0,13,True,9,2,9814,9350,84131,26931,55150,2049,9758,1619,8139,0,424,544,25,965,13159,13335,8260,4804,270,4879,1,3,0,4865,10642,106,12,3,9,1,0,0,0,0,1,0,0,8,6,1,0,0
2,NONE,JUNGLE,0,0,0,0,13,True,8,2,13121,12500,132016,29109,87627,15279,16365,2545,13113,706,0,355,28,443,6671,17305,12277,4923,104,8606,1,5,2,6741,33006,31,54,25,29,14,1,0,0,0,2,3,8,42,16,4,0,3
3,DUO_CARRY,BOTTOM,0,0,0,0,12,True,9,9,11075,10200,98636,96838,682,1115,14350,14212,63,74,1028,141,9,304,8179,15361,10046,5073,242,1140,3,1,1,5173,9369,127,10,7,3,5,0,0,0,0,1,1,2,12,4,4,0,0
4,DUO_SUPPORT,BOTTOM,0,0,0,0,12,True,18,5,9866,8835,7839,3830,3582,426,2265,863,1018,383,0,71,18,689,6365,9862,5202,3884,775,3647,9,0,0,1044,1586,17,0,0,0,1,0,0,0,0,1,0,0,47,18,10,0,2
5,SOLO,MIDDLE,0,0,0,0,15,True,2,3,12730,9885,133844,16889,115708,1246,20425,2723,17530,170,0,61,3,566,8806,14554,8995,4595,964,3613,1,0,0,3523,5134,199,3,0,3,11,1,0,0,0,2,3,6,22,8,0,0,2
6,SOLO,TOP,0,0,0,0,14,False,1,8,10869,10608,163243,148697,6311,8234,7537,4566,1860,1109,0,654,4,286,6583,14982,6748,8035,197,2712,1,1,0,2036,2210,204,2,2,0,3,0,0,0,0,1,1,2,9,6,0,0,1
7,DUO_SUPPORT,BOTTOM,0,0,0,0,11,False,12,7,6445,6100,17183,4374,8215,4593,6543,1474,4578,490,0,100,25,388,8583,17301,6491,10237,572,1414,4,0,0,856,1838,30,0,0,0,0,0,0,0,0,0,0,0,50,20,8,0,4
8,DUO_CARRY,BOTTOM,0,0,0,0,11,False,3,8,8216,7700,69230,68105,1125,0,9730,8985,744,0,1010,34,10,305,5217,13747,6239,7395,112,2245,3,1,0,1685,1685,111,0,0,0,5,0,0,0,0,1,1,2,2,2,0,0,0
9,NONE,JUNGLE,0,0,0,0,13,False,5,5,9038,8950,98225,73767,15992,8466,7765,5935,1749,80,0,720,12,629,16565,18929,12428,6158,342,4069,1,0,0,0,570,43,58,36,22,6,1,0,0,0,2,1,4,26,18,0,0,1
10,SOLO,MIDDLE,0,0,0,0,13,False,2,4,9758,9000,94343,22601,71066,676,17072,3907,12488,676,491,325,11,768,8092,15486,6140,9234,110,996,1,0,0,888,888,168,5,4,1,7,0,0,0,0,1,1,6,19,10,2,0,4
1,SOLO,MIDDLE,0,0,0,0,17,False,5,11,13725,12475,160435,157048,1839,1548,17841,14775,1517,1548,581,226,3,222,16176,30775,14192,15197,1385,3427,1,0,0,599,2465,178,47,35,12,11,0,0,0,0,1,3,2,17,9,1,0,3
2,DUO_CARRY,BOTTOM,0,0,0,0,14,False,9,8,10719,10135,79450,51218,28231,0,12879,4211,8668,0,0,1,0,544,7315,17597,9559,7294,743,2953,3,1,0,241,1220,158,3,3,0,4,0,0,0,0,1,0,0,23,5,1,0,2
3,SOLO,TOP,0,0,0,0,16,False,9,7,13169,12758,147116,121772,543,24801,24470,16061,543,7866,0,297,25,533,25536,33880,23203,9953,724,2829,1,2,0,5432,6943,193,8,8,0,10,1,0,0,0,2,4,3,17,6,2,0,1
4,NONE,JUNGLE,0,0,0,0,15,False,15,5,12793,12575,142159,100646,26038,15474,25185,20006,4053,1126,0,878,29,532,30490,37582,24194,11940,1447,7070,1,0,0,780,5561,45,75,40,35,11,0,0,0,0,1,2,4,43,25,3,0,4
5,DUO_SUPPORT,BOTTOM,0,0,0,0,13,False,16,11,8372,7750,12303,2812,6242,3248,7308,1273,4370,1664,0,70,32,540,18680,22987,14358,7461,1167,4325,9,0,0,174,1860,17,0,0,0,2,0,0,0,0,1,0,0,67,29,3,0,6
6,SOLO,MIDDLE,0,0,0,0,17,True,7,7,15120,14500,173073,15044,155659,2369,26332,1380,23609,1342,0,478,38,428,10231,15248,11420,2343,1484,1589,1,1,0,4587,7662,238,15,4,11,10,1,0,0,0,2,2,4,33,7,3,0,2
7,DUO_CARRY,BOTTOM,0,0,0,0,16,True,9,8,16116,15550,160566,144833,795,14937,33427,29635,692,3098,724,891,17,305,13596,23870,15178,5322,3370,2730,2,3,1,9720,27144,151,27,26,1,17,4,2,0,0,3,5,5,10,5,0,0,0
8,NONE,JUNGLE,0,0,0,0,16,True,13,6,12834,11285,128267,44100,77497,6669,17142,5445,11151,545,0,202,7,474,19744,25543,20228,3812,1503,8998,1,0,0,0,8326,44,85,42,43,6,0,0,0,0,1,2,2,16,10,0,0,1
9,SOLO,TOP,0,0,0,0,16,True,7,9,12539,12220,158537,125613,32923,0,27094,21100,5993,0,0,1466,48,470,37103,35554,24299,5833,5421,19889,3,2,0,4589,5530,193,19,5,14,5,0,0,0,0,1,1,3,24,12,1,0,2
10,DUO_SUPPORT,BOTTOM,0,0,0,0,14,True,22,8,11387,10075,28542,6703,20357,1480,11024,2427,8115,480,0,270,33,438,11942,20828,13754,4647,2426,3629,2,2,0,2624,5193,15,1,0,1,4,1,0,0,0,2,1,2,69,28,8,0,1
1,DUO_SUPPORT,BOTTOM,0,0,0,0,15,True,17,7,11096,9150,16581,4082,11926,571,5561,1249,4311,0,0,138,0,407,16959,23089,10692,11641,755,13964,11,0,0,1518,3165,16,0,0,0,2,0,0,0,0,1,0,0,67,30,9,0,6
2,NONE,JUNGLE,0,0,0,0,17,True,6,4,15403,14358,182951,141618,29725,11607,22392,16860,5066,466,0,354,0,1109,54987,44705,29945,13074,1686,17643,1,1,1,4829,10805,53,109,64,45,13,4,0,0,0,2,2,10,19,4,4,0,0
3,DUO_CARRY,BOTTOM,0,0,0,0,16,True,14,5,14791,11450,228202,218880,2529,6792,26834,25603,388,842,1055,276,0,546,13137,22487,11526,10213,748,6835,5,3,0,9603,27021,243,29,23,6,2,0,0,0,0,1,1,2,25,13,3,0,0
4,SOLO,TOP,0,0,0,0,16,True,12,8,12130,9800,115914,16418,98219,1276,12539,2818,8715,1005,0,564,0,326,20516,25990,8252,17441,296,7512,5,1,0,2348,2762,164,1,1,0,3,0,0,0,0,1,0,0,14,9,1,0,0
5,SOLO,MIDDLE,0,0,0,0,17,True,15,4,16214,12760,197280,23958,171571,1751,38599,3007,35295,295,0,1184,0,620,21172,26308,13859,11612,836,4416,1,3,0,4340,8523,244,6,5,1,8,0,0,0,0,1,2,5,31,15,2,0,1
6,NONE,JUNGLE,0,0,0,0,16,False,10,4,13324,12675,185680,145270,20122,20286,14492,12451,559,1481,0,442,0,809,38443,43294,29435,13127,731,15549,1,0,0,1442,26308,83,103,64,39,6,1,0,0,0,2,1,6,39,15,3,0,6
7,SOLO,TOP,0,0,0,0,16,False,14,7,13367,13125,159727,10861,147378,1488,24662,1061,23601,0,0,382,0,466,57703,35658,22402,12796,460,4000,1,2,0,1842,7365,218,8,4,4,4,0,0,0,0,1,1,2,25,17,0,0,1
8,DUO_SUPPORT,BOTTOM,0,0,0,0,12,False,10,7,9550,8875,21180,5838,13148,2194,6393,848,4600,944,0,138,0,490,24215,24599,13804,10366,428,4421,7,1,0,1293,2772,44,0,0,0,2,0,0,0,0,1,0,0,71,32,11,0,1
9,DUO_CARRY,BOTTOM,0,0,0,0,15,False,8,7,15657,15450,226746,201891,21066,3788,39667,33432,5163,1072,939,441,0,500,13958,29354,16785,12170,398,1774,3,0,1,5160,26246,185,57,25,32,7,1,0,0,0,2,2,3,13,7,2,0,0
10,SOLO,MIDDLE,0,0,0,0,17,False,7,4,14022,13250,182590,11438,170235,916,25858,220,24812,824,0,502,0,702,9635,25653,13362,11618,672,10060,1,0,0,3054,5897,214,12,12,0,8,0,0,0,0,1,2,3,17,5,4,0,2
1,NONE,JUNGLE,0,0,0,0,15,False,7,3,12646,12550,156758,110372,29398,16986,22599,17501,4063,1034,0,958,0,799,26080,33075,19278,11482,2313,9099,1,0,0,854,6445,50,94,67,27,11,1,0,0,0,2,2,8,53,26,3,0,5
2,SOLO,MIDDLE,0,0,0,0,15,False,6,5,12155,11800,150627,20657,82694,47275,27620,2358,17686,7575,0,162,0,700,8599,19732,12205,6778,747,4196,1,1,0,1243,1243,212,7,1,6,8,1,0,0,0,2,3,3,17,13,0,0,0
3,SOLO,TOP,0,0,0,0,14,False,10,6,8965,8000,66089,17443,48316,330,13643,4258,9055,330,133,698,0,647,42984,24447,10789,10287,3371,3644,5,0,0,156,156,129,0,0,0,2,0,0,0,0,1,0,0,18,9,3,0,0
4,DUO_CARRY,BOTTOM,0,0,0,0,14,False,4,5,10351,10300,132248,121791,7776,2680,13795,12893,633,269,637,53,0,938,8277,14813,12326,836,1650,2665,4,2,0,3411,7722,186,6,6,0,3,0,0,0,0,1,1,2,12,7,2,0,0
5,DUO_SUPPORT,BOTTOM,0,0,0,0,12,False,8,5,7263,7000,27690,11359,12923,3407,2916,1019,1896,0,0,173,0,832,7195,13410,5299,7245,865,2894,4,0,0,573,4205,17,0,0,0,0,0,0,0,0,0,0,0,47,22,1,0,4
6,NONE,JUNGLE,0,0,0,0,14,True,9,6,11304,10208,125217,87980,25954,11282,15401,6712,7145,1544,346,750,0,516,16579,29982,21140,7449,1392,7831,1,0,0,2877,17177,31,77,40,37,4,0,0,0,0,1,1,3,15,4,2,0,1
7,SOLO,TOP,0,0,0,0,17,True,2,4,13759,12983,173167,168411,439,4316,19990,15442,231,4316,590,74,0,548,23664,27172,18524,6846,1801,6484,1,4,1,9496,9496,254,28,9,19,6,1,0,0,0,2,2,4,32,15,2,0,4
8,DUO_SUPPORT,BOTTOM,0,0,0,0,13,True,10,6,8553,7225,17624,4929,12215,480,6385,1221,4683,480,0,118,0,819,21836,19931,10067,7737,2126,1809,4,0,0,367,516,35,0,0,0,1,0,0,0,0,1,0,0,46,22,2,0,3
9,SOLO,MIDDLE,0,0,0,0,16,True,7,3,12982,11450,170373,21141,148092,1140,24509,1144,23173,192,0,1438,0,926,13100,15800,7767,5923,2110,2771,1,2,0,6122,11463,210,33,33,0,5,1,1,0,0,3,2,3,21,9,2,0,2
10,DUO_CARRY,BOTTOM,0,0,0,0,15,True,2,5,12839,11575,128319,119833,360,8125,16976,14201,360,2414,709,322,0,846,6393,17820,7807,8079,1933,2294,5,1,0,2287,10314,213,6,3,3,8,1,0,0,0,2,2,4,30,7,4,0,1
1,DUO_CARRY,BOTTOM,0,0,0,0,16,True,5,3,13191,11500,159011,147611,177,11223,10897,8451,177,2268,806,741,0,587,10607,17778,12069,5599,110,4032,3,1,0,2651,12007,224,24,6,18,5,0,0,0,0,1,1,4,14,5,0,0,0
2,DUO_SUPPORT,BOTTOM,0,0,0,0,14,True,11,2,9897,8600,9005,3387,5618,0,2741,393,2348,0,0,57,0,1031,19241,11734,7812,3861,60,4294,4,0,0,252,947,22,0,0,0,1,0,0,0,0,1,0,0,87,30,14,0,4
3,NONE,JUNGLE,0,0,0,0,16,True,10,3,12488,10925,186499,104829,68515,13154,12852,4491,6954,1406,0,745,0,886,34240,33341,20951,11680,709,20277,1,2,1,2667,21519,79,87,80,7,1,0,0,0,0,1,0,0,19,4,4,0,2
4,SOLO,TOP,0,0,0,0,16,True,5,8,15294,13883,175414,150805,2715,21893,26232,19229,2003,4999,0,73,0,469,21288,28682,15622,12915,144,10702,1,2,0,8472,9982,214,7,2,5,12,1,0,0,0,2,3,3,22,11,3,0,0
5,SOLO,MIDDLE,0,0,0,0,17,True,10,4,14944,12450,176057,19375,156026,656,28955,1133,27765,56,0,807,0,673,12603,16951,8471,8136,344,3273,2,0,0,6007,6261,251,4,2,2,9,1,0,0,0,2,2,5,24,4,9,0,2
6,SOLO,TOP,0,0,0,0,15,False,5,10,11080,10050,138259,81209,55208,1841,11140,5598,5542,0,0,224,0,225,23977,24963,13712,6484,4765,2734,2,1,0,3535,5141,228,0,0,0,0,0,0,0,0,0,0,0,15,12,0,0,0
7,DUO_SUPPORT,BOTTOM,0,0,0,0,13,False,10,4,9190,9125,28962,7285,20449,1227,9195,1639,6609,946,0,211,0,999,9439,13307,6756,5638,913,1402,1,0,0,1332,2639,24,0,0,0,2,0,0,0,0,1,1,2,64,27,9,0,7
8,SOLO,MIDDLE,0,0,0,0,15,False,5,5,11681,11335,151744,11047,140197,499,22528,574,21953,0,0,262,0,1018,9087,18748,8192,9411,1144,2775,3,0,0,671,3740,209,9,9,0,6,0,0,0,0,1,1,3,16,12,1,0,0
9,DUO_CARRY,BOTTOM,0,0,0,0,15,False,6,4,12057,11700,154596,149172,4009,1414,19825,17911,1853,60,1035,71,0,965,6295,15548,8503,6202,842,4251,4,2,0,4900,9154,201,21,18,3,6,1,0,0,0,2,3,2,23,15,4,0,2
10,NONE,JUNGLE,0,0,0,0,15,False,5,5,11499,11375,153858,113780,26753,13323,13652,10436,2854,360,0,872,0,761,21200,28652,14461,13126,1065,7034,1,0,0,0,13153,77,102,58,44,6,0,0,0,0,1,2,3,46,29,2,0,4
1,NONE,JUNGLE,0,0,0,0,15,True,8,3,11771,11520,132260,78670,43266,10323,9490,4658,4173,658,0,561,0,753,22238,27827,20022,6333,1471,16699,1,0,0,1415,14448,44,80,61,19,8,1,0,0,0,2,2,5,13,5,1,0,1
2,DUO_CARRY,BOTTOM,0,0,0,0,13,True,7,4,13173,9850,115915,102564,12466,884,25543,22624,2370,548,849,142,0,389,7312,15258,11451,3575,231,2458,3,2,1,4786,11458,167,3,1,2,9,1,1,0,0,3,2,3,12,3,5,0,0
3,SOLO,MIDDLE,0,0,0,0,15,True,8,3,11287,10050,98776,12570,86025,180,17840,383,17403,54,0,2448,0,568,6867,19215,9279,9098,838,8284,1,2,0,4243,13727,164,3,2,1,6,1,0,0,0,2,2,3,17,4,1,0,0
4,DUO_SUPPORT,BOTTOM,0,0,0,0,13,True,15,3,8738,7375,12881,3928,8171,780,7071,1062,5228,780,0,91,0,397,9686,14917,9372,3807,1737,1963,4,0,0,1180,1180,24,0,0,0,3,0,0,0,0,1,1,2,65,24,10,0,3
5,SOLO,TOP,0,0,0,0,16,True,11,1,14091,11758,237719,211040,15319,11359,20421,11464,7462,1493,1127,746,0,958,7341,10427,8238,2010,178,3388,1,3,1,5846,13900,238,22,6,16,3,0,0,0,0,1,1,2,19,10,1,0,1
6,DUO_SUPPORT,BOTTOM,0,0,0,0,11,False,8,5,7502,6625,23279,6195,13792,3291,8982,2015,4593,2373,0,305,0,328,7106,15708,8846,6317,544,1454,2,0,0,490,554,14,0,0,0,3,1,0,0,0,2,1,2,42,24,2,0,1
7,SOLO,MIDDLE,0,0,0,0,12,False,4,6,7952,7625,91922,8557,83365,0,10512,352,10159,0,637,30,0,749,12057,20511,8229,11879,402,1502,1,0,0,241,846,152,11,11,0,0,0,0,0,0,0,0,0,20,9,0,0,3
8,NONE,JUNGLE,0,0,0,0,12,False,5,8,9263,8325,104423,82343,15145,6934,10090,8350,1683,56,0,514,0,496,15420,27500,17169,8885,1445,4465,1,0,0,0,0,18,80,55,25,7,1,0,0,0,2,1,3,19,13,1,0,2
9,SOLO,TOP,0,0,0,0,15,False,3,3,10441,10425,132213,112898,18491,824,14129,10660,3443,26,0,263,0,958,14940,21579,12890,7811,878,1290,1,1,0,2621,4023,236,10,2,8,3,0,0,0,0,1,1,2,24,8,0,0,3
10,DUO_CARRY,BOTTOM,0,0,0,0,12,False,8,7,8049,7800,70383,66621,2481,1279,12766,10884,1881,0,164,1488,0,385,6827,13807,10410,3133,264,1718,3,1,0,1639,3864,141,0,0,0,1,0,0,0,0,1,0,0,24,11,4,0,2
1,SOLO,MIDDLE,0,0,0,0,16,False,4,5,12803,12850,141383,116076,22516,2790,12719,10447,1626,645,524,153,0,907,22519,23253,12795,8426,2031,1792,1,0,0,2554,9295,201,13,6,7,7,1,0,0,0,2,1,4,19,14,0,0,0
2,DUO_CARRY,BOTTOM,0,0,0,0,16,False,6,5,14828,14875,197735,193553,69,4113,19045,17836,69,1138,792,316,0,804,9358,17692,11685,5225,781,2174,3,0,0,3006,6165,257,26,15,11,7,2,0,0,0,2,3,2,34,13,2,0,1
3,SOLO,TOP,0,0,0,0,16,False,6,1,11059,10850,128572,20057,103741,4773,14565,2268,11343,953,0,915,0,1993,30197,21190,14872,6185,132,10605,1,1,0,921,6446,190,7,0,7,1,0,0,0,0,1,0,0,13,7,3,0,0
4,DUO_SUPPORT,BOTTOM,0,0,0,0,13,False,9,6,11270,10435,62245,6690,51070,4484,32693,974,27839,3878,0,389,0,597,7037,19205,12911,5654,640,543,1,0,0,1404,4772,43,5,1,4,4,0,0,0,0,1,1,2,94,48,15,0,10
5,NONE,JUNGLE,0,0,0,0,15,False,12,6,11253,10750,146526,109893,20850,15781,12147,9601,2091,454,0,767,0,897,28495,35725,24473,10037,1215,9430,1,1,0,1217,21432,34,87,57,30,3,0,0,0,0,1,1,2,41,27,2,0,3
6,SOLO,MIDDLE,0,0,0,0,16,True,8,5,12339,10975,140550,13183,107896,19471,20376,840,17673,1862,0,428,0,826,6986,16757,10676,5988,92,946,1,1,0,3599,4462,207,7,7,0,4,0,0,0,0,1,0,0,43,19,4,0,5
7,DUO_CARRY,BOTTOM,0,0,0,0,16,True,9,3,13643,11500,193473,165819,24906,2747,23061,19083,3677,300,1865,177,0,1122,6308,12120,7508,4611,0,1037,2,3,0,5148,8916,280,3,3,0,4,0,0,0,0,1,1,4,18,10,4,0,0
8,SOLO,TOP,0,0,0,0,18,True,5,2,16568,14200,274307,226924,45622,1760,23682,20327,2509,846,1415,134,0,1599,31380,38215,15332,16348,6534,20459,1,4,1,10295,19414,305,34,7,27,8,2,0,0,0,2,2,5,22,12,2,0,0
9,NONE,JUNGLE,0,0,0,0,16,True,10,6,12483,11275,167411,118699,39987,8724,15580,7348,6845,1386,0,493,0,695,31658,38949,24869,12363,1717,20976,1,0,0,509,7897,43,100,72,28,5,0,0,0,0,1,0,0,34,16,4,0,2
10,DUO_SUPPORT,BOTTOM,0,0,0,0,14,True,11,6,10732,9050,8401,4408,2523,1469,3303,972,1924,406,0,72,0,422,8115,14812,8353,6401,58,8379,9,0,0,670,1371,25,0,0,0,2,0,0,0,0,1,0,0,85,26,18,0,2
1,SOLO,MIDDLE,0,0,0,0,14,False,5,8,12847,11550,130898,27007,103891,0,20575,1781,18794,0,0,174,0,333,24287,31534,16267,14453,813,5709,1,2,0,4853,4853,183,4,4,0,8,2,0,0,0,2,2,4,30,12,1,0,2
2,SOLO,TOP,0,0,0,0,15,False,2,5,13693,13258,160038,127432,32082,524,14571,11760,2810,0,0,255,0,561,26274,30256,11896,17701,658,4398,1,1,1,5292,7265,217,27,4,23,8,1,0,0,0,2,3,4,31,10,4,0,1
3,DUO_CARRY,BOTTOM,0,0,0,0,16,False,6,3,14186,12300,221258,206610,10212,4436,21278,17880,2495,902,0,667,0,917,15946,24878,16093,8354,430,3834,2,4,0,7541,9770,273,27,21,6,4,0,0,0,0,1,1,3,15,10,2,0,0
4,DUO_SUPPORT,BOTTOM,0,0,0,0,13,False,16,7,10193,9300,25041,5340,18216,1483,11650,1803,9484,363,0,205,0,1077,12876,24930,12747,11762,420,18288,5,0,0,860,2483,10,0,0,0,1,0,0,0,0,1,0,0,52,19,6,0,7
5,NONE,JUNGLE,0,0,0,0,15,False,10,8,12676,12575,182101,134655,34725,12720,19230,15388,3584,258,0,944,0,433,41737,38923,23838,14621,464,8465,1,0,0,0,14168,55,104,58,46,5,0,0,0,0,1,1,2,41,24,2,0,2
6,DUO_CARRY,BOTTOM,0,0,0,0,16,True,13,6,16002,13450,238186,184893,51011,2282,43905,36509,6425,970,2272,201,0,539,12517,23574,14906,8554,114,6073,2,5,0,10948,23186,278,5,2,3,9,1,1,0,0,3,3,5,29,5,9,0,0
7,NONE,JUNGLE,0,0,0,0,15,True,9,8,13282,12325,137840,29101,95810,12928,23425,2752,20456,216,0,268,0,392,14079,30994,21528,9163,302,8787,1,0,0,4024,18290,43,68,57,11,11,0,0,0,0,1,4,2,52,19,4,0,2
8,SOLO,MIDDLE,0,0,0,0,15,True,9,4,11989,10825,91890,23126,66685,2078,19354,3152,15808,394,654,60,0,702,10592,23460,12484,10849,126,4546,1,2,0,2067,7640,137,4,4,0,6,0,0,0,0,1,2,2,24,3,4,0,1
9,DUO_SUPPORT,BOTTOM,0,0,0,0,15,True,19,6,11011,9325,20751,5355,14190,1205,8332,1671,5455,1205,0,287,0,739,7177,17536,8763,8723,50,29750,5,0,0,2132,3425,11,0,0,0,2,0,0,0,0,1,0,0,76,38,5,0,3
10,SOLO,TOP,0,0,0,0,17,True,11,2,12959,11700,185340,12930,172409,0,16355,833,15521,0,0,271,0,905,40141,17178,14216,2030,931,480,1,0,1,1629,3507,235,8,6,2,3,0,0,0,0,1,0,0,22,13,2,0,0
1,SOLO,TOP,0,0,0,0,15,False,12,8,12567,11900,97991,68052,26901,3037,17082,7862,9139,80,0,253,0,1007,49494,49221,26963,19808,2449,14046,1,2,0,2431,13261,109,2,0,2,6,0,0,0,0,1,1,5,30,16,4,0,0
2,NONE,JUNGLE,0,0,0,0,16,False,13,9,13943,12500,167007,120410,32153,14443,19767,14915,4337,514,0,568,0,506,37982,36566,18690,16078,1797,7292,1,0,0,3065,15742,35,103,71,32,8,1,0,0,0,2,3,3,50,25,1,0,1
3,DUO_CARRY,BOTTOM,0,0,0,0,16,False,6,7,16886,16000,250795,239289,8784,2721,47350,44432,2660,257,968,157,0,622,22732,37200,16356,18478,2365,6769,5,2,1,4248,16381,281,3,1,2,12,1,1,0,0,3,2,6,35,13,3,0,0
4,DUO_SUPPORT,BOTTOM,0,0,0,0,15,False,16,5,11483,10625,20281,3953,13424,2903,5417,1019,3211,1186,0,140,0,640,15135,21712,10266,9854,1591,12827,10,1,0,1633,2774,15,0,0,0,1,0,0,0,0,1,0,0,77,34,7,0,3
5,SOLO,MIDDLE,0,0,0,0,16,False,11,12,14342,14525,202816,11531,184105,7179,29793,781,27821,1189,0,528,0,256,10285,31212,12255,17516,1440,2234,1,1,0,2830,5610,204,8,8,0,8,0,0,0,0,1,1,2,17,11,2,0,1
