participantId,role,lane,totalScoreRank,totalPlayerScore,objectivePlayerScore,combatPlayerScore,champLevel,win,assists,deaths,goldEarned,goldSpent,totalDamageDealt,physicalDamageDealt,magicDamageDealt,trueDamageDealt,totalDamageDealtToChampions,physicalDamageDealtToChampions,magicDamageDealtToChampions,trueDamageDealtToChampions,largestCriticalStrike,totalTimeCrowdControlDealt,timeCCingOthers,longestTimeSpentLiving,damageSelfMitigated,totalDamageTaken,physicalDamageTaken,magicalDamageTaken,trueDamageTaken,totalHeal,totalUnitsHealed,turretKills,inhibitorKills,damageDealtToTurrets,damageDealtToObjectives,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,kills,doubleKills,tripleKills,quadraKills,pentaKills,largestMultiKill,killingSprees,largestKillingSpree,visionScore,wardsPlaced,wardsKilled,sightWardsBoughtInGame,visionWardsBoughtInGame
1,SOLO,TOP,0,0,0,0,17,False,5,10,14049,14315,181616,178202,116,3297,27437,25203,116,2117,731,381,7,306,29454,35539,19887,10214,5437,6121,1,0,0,3668,11320,255,1,0,1,9,0,0,0,0,1,3,3,22,14,1,0,1
2,NONE,JUNGLE,0,0,0,0,15,False,6,8,13416,13110,134582,24156,98430,11994,20834,1550,18030,1253,0,397,31,510,12309,30105,19882,9457,765,5770,1,2,0,4690,13822,48,57,47,10,12,2,0,0,0,2,3,3,29,10,4,0,4
3,SOLO,MIDDLE,0,0,0,0,16,False,9,8,13472,12750,164043,11867,151855,320,25654,1042,24290,320,0,433,38,910,7652,19669,10990,8153,525,321,1,1,0,1439,3194,234,3,2,1,6,0,0,0,0,1,1,3,26,14,1,0,4
4,DUO_SUPPORT,BOTTOM,0,0,0,0,15,False,13,11,9484,9050,31209,15237,10352,5618,6072,1353,3948,770,0,158,28,319,20375,30947,19029,10413,1504,14643,5,2,0,1916,7852,25,0,0,0,0,0,0,0,0,0,0,0,63,28,9,0,2
5,DUO_CARRY,BOTTOM,0,0,0,0,15,False,7,9,11543,10775,131113,96722,32560,1830,15664,9242,5381,1040,379,214,21,500,15344,30998,23226,7197,575,4095,4,0,0,4467,8331,171,12,4,8,3,0,0,0,0,1,0,0,30,13,5,0,2
6,SOLO,TOP,0,0,0,0,18,True,6,12,15468,14550,187827,140087,44345,3393,26728,20454,4316,1957,0,413,21,282,37791,38733,21798,10599,6336,5405,1,0,0,3878,5294,224,5,4,1,10,2,1,0,0,3,2,3,18,14,1,0,0
7,DUO_CARRY,BOTTOM,0,0,0,0,18,True,10,3,19868,17725,320223,243795,69311,7115,48195,37194,7615,3385,2605,487,29,742,15660,24072,14314,9481,277,7156,3,3,2,11169,23112,312,43,15,28,15,2,0,0,0,2,2,10,57,12,11,0,1
8,DUO_SUPPORT,BOTTOM,0,0,0,0,17,True,26,5,12757,11725,18349,4234,11475,2639,8215,1492,5834,889,0,283,43,860,4859,15631,5096,10353,181,3966,7,1,0,1747,2907,10,1,1,0,4,0,0,0,0,1,1,2,68,33,6,0,7
9,DUO_CARRY,MIDDLE,0,0,0,0,18,True,14,3,14686,12300,185800,17288,166902,1610,26684,951,24748,984,0,1145,16,733,12115,21334,9304,11798,231,6333,2,1,0,2475,15114,184,34,16,18,7,1,0,0,0,2,3,3,31,13,6,0,2
10,DUO_SUPPORT,MIDDLE,0,0,0,0,17,True,9,7,13970,13300,164068,152969,5589,5509,15754,13020,1869,865,0,192,8,586,25164,36718,22091,14061,565,15042,1,3,0,2041,21722,22,107,67,40,10,2,0,0,0,2,3,3,18,9,2,0,7
1,SOLO,TOP,0,0,0,0,18,True,10,5,16459,16780,229299,194736,33442,1119,40507,33321,7186,0,0,347,12,714,24903,28446,21850,5848,746,5524,1,3,0,9671,14306,264,22,19,3,9,1,1,0,0,3,2,5,39,13,2,0,2
2,NONE,JUNGLE,0,0,0,0,18,True,10,4,15161,13875,210640,23204,171875,15560,25406,536,24408,461,1468,321,0,1019,19333,31142,19413,11354,375,22917,5,0,0,3043,31035,52,94,63,31,12,1,0,0,0,2,2,6,74,21,16,0,8
3,DUO_CARRY,BOTTOM,0,0,0,0,17,True,7,2,15747,13750,262741,250527,7852,4361,37291,33405,2598,1288,879,260,18,1779,13179,25310,12865,11905,539,8162,3,3,2,7437,31876,272,35,24,11,5,0,0,0,0,1,1,3,46,10,10,0,2
4,DUO_SUPPORT,BOTTOM,0,0,0,0,15,True,14,2,10433,9400,14615,5624,7852,1138,5565,991,3563,1010,0,112,19,1775,28294,19977,12113,7165,698,8042,5,0,0,989,3178,15,0,0,0,1,0,0,0,0,1,0,0,78,36,11,0,6
5,SOLO,MIDDLE,0,0,0,0,16,True,6,4,13318,12460,159572,24016,134997,558,25505,1551,23636,317,818,87,2,1451,19345,36533,17893,17307,1332,27289,1,0,0,2034,13235,236,0,0,0,3,0,0,0,0,1,1,3,27,12,7,0,0
6,SOLO,MIDDLE,0,0,0,0,17,False,6,4,13319,12510,224766,11632,212935,198,24626,1398,23077,150,1106,60,45,715,22044,29055,14905,13301,847,6768,1,0,0,264,633,272,12,10,2,3,0,0,0,0,1,1,3,21,18,2,0,5
7,DUO_SUPPORT,BOTTOM,0,0,0,0,14,False,10,9,11141,10700,38926,9256,27185,2483,15858,2573,12418,866,0,224,21,608,11438,25230,12919,12148,163,2867,4,1,0,1012,4328,25,1,0,1,4,0,0,0,0,1,1,2,96,44,14,0,10
8,NONE,JUNGLE,0,0,0,0,15,False,12,5,9693,9325,251379,3891,6108,241379,6114,1384,3512,1217,0,132,104,1030,23530,22633,11790,10059,784,9129,11,2,0,1280,6254,7,47,45,2,0,0,0,0,0,0,0,0,58,32,4,0,9
9,SOLO,TOP,0,0,0,0,18,False,7,5,16357,14800,329476,266206,62701,568,19486,17092,2393,0,1030,110,12,956,43329,54670,34414,19412,843,23872,1,2,0,6726,17320,309,71,23,48,4,0,0,0,0,1,1,2,28,15,3,0,0
10,DUO_CARRY,BOTTOM,0,0,0,0,17,False,5,7,15683,14025,274834,211158,60176,3498,34572,27248,5865,1458,1817,363,29,606,12849,24544,15067,9038,439,3202,3,0,0,2601,2601,301,34,32,2,6,1,0,0,0,2,1,4,31,16,3,0,3
1,DUO_CARRY,BOTTOM,0,0,0,0,12,True,3,3,8754,6375,79650,54147,23882,1620,17078,9863,6914,300,385,199,0,363,5582,11718,9732,1985,0,1798,2,0,0,2202,2202,170,8,7,1,4,0,0,0,0,1,1,3,23,9,5,0,2
2,SOLO,TOP,0,0,0,0,13,True,2,2,9722,9050,105716,101521,3256,938,12495,11247,1200,48,0,93,0,685,13055,20128,15976,3779,372,4941,1,1,0,4800,6443,180,0,0,0,6,1,0,0,0,2,2,4,8,6,1,0,0
3,SOLO,MIDDLE,0,0,0,0,12,True,4,4,8477,8150,79923,9874,69618,430,13215,1236,11865,114,0,669,0,272,5675,9510,4528,4982,0,819,1,1,0,2193,2193,128,14,8,6,5,1,0,0,0,2,2,3,18,10,3,0,4
4,DUO_SUPPORT,BOTTOM,0,0,0,0,10,True,8,3,6008,4825,12058,4625,7432,0,4420,1019,3401,0,0,72,0,535,7292,11723,8108,3586,28,1535,3,0,0,337,337,23,0,0,0,2,0,0,0,0,1,1,2,32,17,5,0,7
5,NONE,JUNGLE,0,0,0,0,10,True,5,2,7164,6645,91824,26401,20152,45270,4222,820,3034,368,0,588,0,1060,11404,19324,13758,5565,0,11265,4,1,0,1360,23105,18,56,26,30,2,0,0,0,0,1,1,2,42,20,1,0,6
6,DUO_CARRY,BOTTOM,0,0,0,0,11,False,1,3,7839,7825,58455,56329,2125,0,14144,12825,1318,0,308,14,0,366,4852,12439,7113,5025,300,1290,2,0,0,0,598,140,0,0,0,6,0,0,0,0,1,2,2,15,3,5,0,1
7,SOLO,MIDDLE,0,0,0,0,11,False,4,3,6811,6900,63501,5500,58001,0,10858,292,10565,0,0,3555,0,354,4727,12625,3957,8474,194,3626,1,0,0,0,690,125,2,2,0,2,0,0,0,0,1,0,0,7,6,1,0,0
8,DUO_SUPPORT,BOTTOM,0,0,0,0,9,False,10,3,5705,5175,9765,2676,4855,2233,5083,1040,4043,0,0,397,0,765,7707,13871,7712,6158,0,1695,5,0,0,0,0,19,0,0,0,1,0,0,0,0,1,0,0,41,19,4,0,3
9,NONE,JUNGLE,0,0,0,0,11,False,5,5,6600,6150,76603,56095,13710,6798,6966,5167,1398,400,0,536,0,343,10203,16393,12241,3992,160,4206,1,0,0,0,1945,27,65,42,23,2,0,0,0,0,1,0,0,14,10,3,0,3
10,SOLO,TOP,0,0,0,0,10,False,3,5,6899,6550,52595,50823,1771,0,10849,10072,777,0,0,95,0,258,9457,12778,9285,3316,176,692,1,1,0,2736,2736,105,0,0,0,3,1,0,0,0,2,1,3,9,9,1,0,2
1,SOLO,MIDDLE,0,0,0,0,14,True,4,4,10831,9450,105579,104217,38,1323,10297,9615,0,682,614,196,0,612,12543,17003,6863,8819,1320,2727,1,1,0,3770,6243,172,3,0,3,5,0,0,0,0,1,2,2,15,4,5,0,0
2,DUO_SUPPORT,BOTTOM,0,0,0,0,13,True,12,3,9478,8200,42247,5162,36346,738,20278,2099,17617,561,0,149,0,532,5411,11320,4308,5972,1039,1994,4,0,0,2069,2069,25,0,0,0,3,0,0,0,0,1,0,0,57,24,4,0,4
3,SOLO,TOP,0,0,0,0,16,True,4,2,13636,13375,153950,149795,2147,2007,19033,16233,2147,652,0,536,0,968,12954,24073,17592,3949,2531,7776,1,4,0,11209,13361,209,5,0,5,12,0,0,0,0,1,2,9,27,13,1,0,3
4,DUO_CARRY,BOTTOM,0,0,0,0,13,True,6,2,12410,9425,113579,112053,412,1113,19616,19510,106,0,485,15,0,548,6850,15145,7654,6278,1211,4823,3,4,1,6919,12787,189,6,0,6,7,1,0,0,0,2,2,4,13,6,4,0,1
5,NONE,JUNGLE,0,0,0,0,14,True,9,3,10257,9250,140916,40360,36437,64118,4946,339,4606,0,0,462,0,573,28441,33195,22903,9612,679,17604,5,0,0,1200,22901,9,95,47,48,2,0,0,0,0,1,0,0,39,19,0,0,5
6,DUO_CARRY,BOTTOM,0,0,0,0,12,False,2,6,9806,9125,109833,66364,38429,5039,24582,11586,10457,2539,431,336,0,538,6384,17999,10524,7338,136,2140,3,0,0,2065,2065,205,0,0,0,5,2,0,0,0,2,2,2,14,7,2,0,3
7,SOLO,MIDDLE,0,0,0,0,13,False,4,4,9003,7950,96139,17134,77008,1995,14189,2349,11132,707,0,739,0,681,8941,13544,7651,5591,301,682,1,0,0,1873,1873,172,1,0,1,4,0,0,0,0,1,1,3,19,13,2,0,2
8,SOLO,TOP,0,0,0,0,16,False,2,11,10572,10200,148462,139239,1579,7643,17474,13339,874,3259,633,187,0,225,19835,25924,21604,3947,372,4161,2,1,0,2888,7108,225,1,1,0,3,0,0,0,0,1,1,2,23,8,1,0,0
9,NONE,JUNGLE,0,0,0,0,11,False,4,4,7900,7500,92898,17731,68006,7160,7313,844,6307,162,546,228,0,510,10184,19339,14027,4688,624,8777,3,1,0,1092,1092,29,57,42,15,2,0,0,0,0,1,0,0,42,19,4,0,1
10,DUO_SUPPORT,BOTTOM,0,0,0,0,10,False,6,4,6377,6150,14599,4302,5857,4439,4485,1081,3403,0,0,485,0,648,17130,17407,11876,5069,462,3219,5,0,0,93,407,42,0,0,0,0,0,0,0,0,0,0,0,30,14,3,0,2
1,NONE,JUNGLE,0,0,0,0,11,False,7,5,7259,6900,213390,4266,8609,200515,7277,2231,3698,1347,0,200,0,577,7527,14617,7381,6670,565,5158,5,0,0,0,0,20,39,37,2,2,0,0,0,0,1,1,2,38,17,2,0,6
2,DUO_CARRY,BOTTOM,0,0,0,0,12,False,2,4,8888,8525,81119,77876,2584,658,10438,8523,1582,332,193,2008,0,547,4392,13743,5557,7687,498,2305,2,0,0,0,0,179,13,5,8,4,0,0,0,0,1,1,2,21,9,5,0,0
3,SOLO,MIDDLE,0,0,0,0,14,False,6,4,9465,9435,101134,9729,90583,822,13218,1645,11268,304,0,175,0,671,4512,13805,6365,7017,422,978,1,0,0,893,893,183,0,0,0,3,0,0,0,0,1,0,0,10,6,3,0,0
4,DUO_SUPPORT,BOTTOM,0,0,0,0,11,False,7,6,6301,5650,11396,3972,6720,703,4543,737,3101,703,0,100,0,540,16129,19409,11336,6673,1399,330,4,0,0,0,0,20,0,0,0,3,0,0,0,0,1,1,2,41,23,5,0,4
5,SOLO,TOP,0,0,0,0,11,False,2,10,7508,6775,61795,56344,1806,3645,9095,7905,258,931,0,192,0,399,14416,23621,16097,6484,1039,854,1,0,0,1679,1679,114,1,1,0,4,0,0,0,0,1,0,0,9,6,0,0,1
6,DUO_CARRY,BOTTOM,0,0,0,0,14,True,6,5,12752,9025,141066,90139,45005,5921,32002,16409,13238,2353,471,804,0,426,9159,18278,12416,4875,986,2968,2,2,0,4750,4750,192,12,1,11,11,1,0,0,0,2,3,5,12,9,1,0,1
7,SOLO,TOP,0,0,0,0,13,True,2,7,10386,9950,86366,86366,0,0,13944,13944,0,0,0,102,0,305,22023,19619,12902,3720,2995,1804,1,0,2,235,235,162,0,0,0,7,1,0,0,0,2,2,4,10,7,1,0,0
8,DUO_SUPPORT,BOTTOM,0,0,0,0,12,True,15,1,7723,5550,12677,6013,5894,768,5497,912,3816,768,0,56,0,1387,7531,11753,5754,4215,1783,2713,3,1,0,962,962,18,0,0,0,1,0,0,0,0,1,0,0,68,31,12,0,8
9,NONE,JUNGLE,0,0,0,0,14,True,5,1,12124,9858,162798,122569,34258,5970,7815,5391,1675,748,0,709,0,1066,19465,15003,10960,3794,248,6497,1,2,1,11442,23194,77,101,53,48,5,0,0,0,0,1,1,4,32,11,3,0,2
10,SOLO,MIDDLE,0,0,0,0,15,True,9,2,12024,9725,145189,20796,124338,54,16116,944,15118,54,0,1329,0,582,6814,9291,4754,4505,32,1178,1,2,0,7401,7401,195,26,14,12,5,1,1,0,0,3,1,4,19,9,3,0,5
1,SOLO,MIDDLE,0,0,0,0,17,False,10,7,15467,14975,250474,20710,227363,2400,33134,2428,30556,150,0,1581,0,527,17407,25141,12828,11392,920,2990,1,0,0,2496,12112,259,20,14,6,9,0,0,0,0,1,3,3,20,12,4,0,1
2,SOLO,TOP,0,0,0,0,17,False,3,6,15616,14625,218558,200894,2203,15459,33524,18680,1348,13495,878,462,0,537,40895,44391,20436,21146,2807,14578,6,3,1,6197,6197,272,11,8,3,11,1,0,0,0,2,3,4,39,17,1,0,3
3,NONE,JUNGLE,0,0,0,0,15,False,10,7,11543,10545,130884,96899,25088,8896,12367,9404,2681,282,0,482,0,827,31866,31490,20906,9632,950,7244,1,1,0,1025,14271,44,64,36,28,5,0,0,0,0,1,1,2,65,44,1,0,14
4,DUO_CARRY,BOTTOM,0,0,0,0,15,False,5,11,11963,11650,135659,131964,2863,831,19243,17595,1100,547,1136,149,0,561,13277,24780,12905,11119,756,1677,3,1,0,424,2715,197,14,6,8,3,0,0,0,0,1,1,2,36,14,5,0,2
5,DUO_SUPPORT,BOTTOM,0,0,0,0,15,False,15,4,11465,11275,34017,6916,25525,1576,15167,3132,11209,826,0,313,0,798,24007,31026,15750,14116,1160,11353,9,0,0,216,1359,19,1,0,1,5,0,0,0,0,1,1,4,49,24,4,0,3
6,NONE,JUNGLE,0,0,0,0,18,True,9,10,15174,12475,223737,100339,110958,12439,18409,9099,7696,1613,0,916,0,342,19728,35862,19414,15034,1414,15353,4,3,0,3985,20213,118,102,61,41,5,0,0,0,0,1,0,0,53,17,8,0,2
7,SOLO,MIDDLE,0,0,0,0,18,True,3,4,16577,15375,206080,20728,183272,2079,32538,4407,27088,1042,0,531,0,921,15289,26589,15083,8100,3406,6665,1,0,0,4565,6639,254,3,2,1,12,2,0,0,0,2,3,5,30,10,6,0,1
8,DUO_CARRY,BOTTOM,0,0,0,0,18,True,6,8,17602,14450,224867,182291,39081,3493,40051,34522,4921,607,947,136,0,537,19125,29773,15616,13566,591,4195,3,3,0,8214,27864,264,10,8,2,13,0,0,0,0,1,4,4,51,14,2,0,2
9,DUO_SUPPORT,BOTTOM,0,0,0,0,15,True,14,3,11892,9865,40044,7501,29029,3513,16780,2549,12337,1893,0,255,0,964,16393,20702,11278,8468,955,6801,4,0,1,1446,4488,16,2,1,1,2,0,0,0,0,1,1,2,65,31,6,0,4
10,SOLO,TOP,0,0,0,0,17,True,11,8,13693,14160,130741,9756,120766,218,14257,820,13217,218,0,1179,0,450,44734,27869,13389,5546,8933,2103,1,1,1,1310,3303,199,6,3,3,3,0,0,0,0,1,0,0,27,17,3,0,2
1,SOLO,TOP,0,0,0,0,14,True,17,1,10721,9425,101458,9141,91354,962,14937,1468,13469,0,0,460,0,563,35661,15582,11085,3452,1044,1775,1,2,0,4778,7035,150,1,0,1,2,0,0,0,0,1,1,2,13,7,2,0,1
2,DUO_SUPPORT,BOTTOM,0,0,0,0,14,True,22,2,9774,8450,26082,8250,15661,2170,10490,3266,6325,897,0,107,0,914,17448,13761,8024,5527,210,6883,5,0,0,1231,2958,23,0,0,0,3,1,0,0,0,2,1,2,73,35,10,0,10
3,NONE,JUNGLE,0,0,0,0,14,True,21,1,10689,9675,325113,8681,10355,306076,8649,2822,4702,1124,0,214,0,336,11869,13531,7553,5816,162,5558,3,0,0,2309,9914,11,63,50,13,5,0,0,0,0,1,1,5,55,21,3,0,5
4,DUO_CARRY,BOTTOM,0,0,0,0,14,True,11,8,12164,12050,159013,127637,26710,4665,26224,22722,2572,930,1210,326,0,404,10987,21179,11157,9674,348,6063,2,2,0,4824,14214,193,16,9,7,5,1,0,0,0,2,2,3,12,6,2,0,0
5,SOLO,MIDDLE,0,0,0,0,16,True,9,2,16205,13850,169515,17749,148905,2860,32083,2189,29736,158,0,846,0,819,8022,13617,6009,7607,0,3326,1,3,2,8792,21485,210,11,4,7,19,4,0,0,0,2,3,10,23,12,6,0,2
6,DUO_CARRY,BOTTOM,0,0,0,0,12,False,4,7,9324,9100,93596,86540,7056,0,17093,16126,967,0,463,28,0,699,6114,20077,7385,12041,650,875,1,0,0,1174,1174,176,2,2,0,2,0,0,0,0,1,0,0,18,10,4,0,2
7,NONE,JUNGLE,0,0,0,0,12,False,3,6,8884,8475,112065,83985,15785,12294,8116,6813,1110,192,0,480,0,500,18348,23674,12631,10624,418,6328,1,1,0,371,10740,21,81,55,26,3,0,0,0,0,1,1,2,29,20,2,0,4
8,SOLO,TOP,0,0,0,0,14,False,3,4,9938,9550,119609,18611,100896,102,10763,2269,8391,102,316,794,0,706,27371,30432,12698,16868,865,8625,1,0,0,1267,1650,208,0,0,0,2,0,0,0,0,1,0,0,13,8,2,0,1
9,SOLO,MIDDLE,0,0,0,0,14,False,1,11,10874,9435,131188,9095,121850,242,17808,487,17320,0,0,594,0,488,8985,22006,11867,9184,954,654,1,0,0,3090,3090,214,2,2,0,5,0,0,0,0,1,0,0,15,7,0,0,2
10,DUO_SUPPORT,BOTTOM,0,0,0,0,10,False,5,6,7564,6250,26441,9306,9428,7705,7286,3006,3809,470,0,130,0,889,11876,17751,7896,9632,222,976,3,0,0,0,3009,33,1,0,1,2,0,0,0,0,1,1,2,57,32,6,0,8
1,SOLO,MIDDLE,0,0,0,0,15,False,3,6,11298,11110,114313,29334,84827,152,20962,2076,18885,0,0,170,0,747,19558,29333,16548,11905,879,3978,1,1,0,2165,2467,202,1,1,0,4,0,0,0,0,1,1,2,17,10,2,0,1
2,SOLO,TOP,0,0,0,0,15,False,3,9,10495,9795,122786,11061,108941,2784,14118,870,13248,0,0,145,0,438,64687,33031,25974,5995,1061,2006,1,1,0,482,5602,190,11,11,0,1,0,0,0,0,1,0,0,17,13,0,0,1
3,NONE,JUNGLE,0,0,0,0,15,False,4,3,12051,11850,190576,147431,27367,15778,15355,12752,2471,132,481,783,0,1470,28935,33945,18874,13766,1304,8864,1,0,0,2053,13416,74,108,62,46,4,0,0,0,0,1,1,4,72,33,6,0,7
4,DUO_SUPPORT,BOTTOM,0,0,0,0,12,False,12,1,9283,8675,19568,4215,14792,561,10074,2238,7836,0,0,203,0,832,2696,10726,3669,6785,271,14363,5,0,0,1109,1252,22,0,0,0,0,0,0,0,0,0,0,0,91,48,13,0,15
5,DUO_CARRY,BOTTOM,0,0,0,0,14,False,5,7,12840,12830,210360,154176,54819,1364,30912,25039,5733,140,1062,246,0,506,10272,22341,8052,13666,622,2594,5,1,0,3836,6479,262,5,2,3,3,1,0,0,0,2,1,2,34,12,6,0,2
6,DUO_CARRY,BOTTOM,0,0,0,0,16,True,6,1,16638,14250,249015,237934,5979,5102,43190,40095,1321,1774,1058,547,0,1477,12538,21639,11748,9867,24,4593,4,3,1,12746,30004,265,16,6,10,12,3,0,0,0,2,2,8,33,10,8,0,0
7,NONE,JUNGLE,0,0,0,0,16,True,8,3,14383,13350,191600,28238,153837,9524,16673,1283,14735,654,873,297,0,812,22773,30696,19533,11163,0,19518,5,2,0,4387,14540,43,145,86,59,9,0,0,0,0,1,2,5,50,5,19,0,1
8,DUO_SUPPORT,BOTTOM,0,0,0,0,14,True,17,3,9441,8575,16744,5454,9019,2270,7081,1413,4454,1214,0,114,0,441,21606,19327,12154,7130,42,3685,4,0,0,377,3971,31,0,0,0,0,0,0,0,0,0,0,0,78,41,12,0,13
9,SOLO,MIDDLE,0,0,0,0,16,True,18,0,12819,11770,155550,24679,130374,495,24818,4211,20111,495,0,731,0,0,17976,17988,9997,7990,0,7530,7,1,0,3174,7156,209,7,1,6,2,0,0,0,0,1,1,2,28,17,1,0,2
10,SOLO,TOP,0,0,0,0,16,True,11,5,12364,11845,127313,30774,95483,1055,13475,3872,9603,0,475,751,0,822,59289,41710,26178,15326,206,12217,1,1,0,2283,7671,213,6,6,0,3,0,0,0,0,1,1,2,16,9,4,0,1
1,SOLO,MIDDLE,0,0,0,0,12,True,8,1,7343,7200,57977,13593,42800,1584,10177,2022,8154,0,0,302,0,230,7006,8719,4858,3770,90,1204,1,1,0,1101,5924,98,2,0,2,2,0,0,0,0,1,1,2,15,11,1,0,4
2,DUO_SUPPORT,BOTTOM,0,0,0,0,11,True,14,0,7393,6525,18815,5023,10624,3168,5779,2066,3713,0,0,248,0,0,2603,5422,3919,1503,0,671,1,0,0,1693,6328,23,0,0,0,2,0,0,0,0,1,1,2,56,29,6,0,8
3,DUO_CARRY,BOTTOM,0,0,0,0,11,True,7,4,8785,8450,71737,52295,17792,1650,10406,4651,4604,1150,385,196,0,444,5489,9424,7094,2301,28,1409,2,1,0,4493,9494,129,6,1,5,5,0,0,0,0,1,1,3,23,8,4,0,2
4,NONE,JUNGLE,0,0,0,0,12,True,10,0,9582,7550,109158,20799,80313,8046,15494,2167,12383,944,613,762,0,0,14892,16231,12552,3606,72,7918,1,2,0,2120,8039,27,70,51,19,7,0,0,0,0,1,1,7,11,6,1,0,1
5,SOLO,TOP,0,0,0,0,13,True,6,2,8836,7700,80279,76685,3594,0,9778,8752,1026,0,0,138,0,670,10794,13972,10050,3849,72,1613,1,1,0,3014,7507,128,11,2,9,5,0,0,0,0,1,1,5,12,8,1,0,0
6,DUO_SUPPORT,BOTTOM,0,0,0,0,9,False,4,5,4931,4325,10267,3768,6499,0,3607,1074,2533,0,0,90,0,620,5806,12638,5627,6943,68,616,2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,33,20,1,0,5
7,DUO_CARRY,BOTTOM,0,0,0,0,10,False,1,5,6747,5525,49892,49646,245,0,9387,9142,245,0,156,1149,0,442,4443,10951,4602,5693,655,2020,3,0,0,332,434,136,0,0,0,2,0,0,0,0,1,0,0,8,6,1,0,1
8,SOLO,MIDDLE,0,0,0,0,13,False,0,3,8772,8500,103669,9580,94089,0,10461,767,9694,0,0,356,0,568,2337,9641,3456,5790,394,66,1,1,0,2184,3538,189,5,5,0,3,0,0,0,0,1,1,2,25,13,3,0,4
9,SOLO,TOP,0,0,0,0,13,False,1,5,8330,7355,119933,118773,1159,0,8746,8304,442,0,0,39,0,304,9814,17933,10723,6877,332,3835,1,1,0,1937,1937,206,27,4,23,0,0,0,0,0,0,0,0,13,7,2,0,1
10,NONE,JUNGLE,0,0,0,0,11,False,1,3,6367,6400,93166,69129,14887,9150,5116,4115,738,262,0,688,0,532,12534,20387,13934,5808,645,6565,1,0,0,0,5903,9,73,54,19,1,0,0,0,0,1,0,0,23,17,0,0,1
1,SOLO,MIDDLE,0,0,0,0,14,False,4,6,10205,9160,97210,17968,78903,338,25668,2410,22919,338,0,197,0,708,14760,26835,14795,11505,534,3317,1,0,0,0,0,158,0,0,0,8,0,0,0,0,1,2,3,9,11,1,0,1
2,SOLO,TOP,0,0,0,0,13,False,3,6,8614,7835,78582,12686,62109,3786,14413,2086,11932,394,0,421,0,337,15525,26384,16061,9657,666,8480,1,0,0,1637,5831,141,0,0,0,2,0,0,0,0,1,1,2,12,10,0,0,0
3,DUO_CARRY,BOTTOM,0,0,0,0,12,False,4,8,8583,7825,79878,72983,6685,209,8775,6939,1626,209,268,305,0,394,10057,17465,10376,6518,571,2314,3,0,0,0,0,179,0,0,0,1,0,0,0,0,1,0,0,12,8,3,0,1
4,NONE,JUNGLE,0,0,0,0,13,False,3,9,9581,8825,132196,118544,3642,10009,14180,12203,605,1371,261,718,0,408,12933,24802,14112,10500,190,4662,1,0,0,0,6662,35,90,74,16,5,0,0,0,0,1,1,3,21,8,6,0,2
5,DUO_SUPPORT,BOTTOM,0,0,0,0,11,False,7,5,6710,6025,12556,4660,7872,23,2840,1154,1661,23,0,110,0,709,8676,11839,7927,3642,270,3578,7,0,0,0,170,18,2,1,1,0,0,0,0,0,0,0,0,50,25,8,0,3
6,DUO_CARRY,BOTTOM,0,0,0,0,15,True,5,3,14107,10175,163300,156441,0,6858,20363,20337,0,26,482,73,0,757,7372,15408,10036,5220,152,2237,4,2,1,8448,26417,221,4,3,1,11,0,0,0,0,1,3,5,22,7,5,0,1
7,SOLO,MIDDLE,0,0,0,0,15,True,10,3,12956,11000,138035,14792,122012,1231,23517,2225,21178,114,0,1444,0,903,10931,15899,6184,9315,399,887,1,2,0,4461,4696,187,4,3,1,8,1,0,0,0,2,2,4,11,7,1,0,0
8,NONE,JUNGLE,0,0,0,0,13,True,13,3,10047,8525,89367,27854,11789,49723,6252,1899,3823,530,0,476,0,702,25253,30908,20849,9553,506,12204,5,0,0,2123,22756,31,43,26,17,3,0,0,0,0,1,1,2,56,20,7,0,7
9,SOLO,TOP,0,0,0,0,16,True,5,4,13275,11900,147829,119709,25859,2260,26864,21440,4792,632,0,374,0,841,22370,23074,14354,7603,1115,2889,1,2,0,6951,8212,197,18,3,15,10,2,0,0,0,2,3,4,23,12,2,0,2
10,DUO_SUPPORT,BOTTOM,0,0,0,0,13,True,20,3,10421,8150,26296,8841,15357,2097,15734,3816,10989,929,0,71,0,660,15818,19645,10057,9294,294,9042,5,1,1,1504,3206,16,0,0,0,2,0,0,0,0,1,1,2,80,41,7,0,12
1,DUO_CARRY,BOTTOM,0,0,0,0,17,True,9,2,17170,15875,233482,194555,29013,9913,43831,30796,11246,1788,1584,945,0,1091,18570,24248,11922,12052,272,7710,3,3,1,9014,26829,269,25,11,14,14,3,0,0,0,2,2,8,24,11,9,0,3
2,SOLO,MIDDLE,0,0,0,0,16,True,5,3,13047,11310,182848,14645,166314,1887,20897,1288,19319,288,0,517,0,845,4980,15578,5508,10037,32,2913,1,2,0,5201,6562,229,19,12,7,5,1,0,0,0,2,1,2,37,15,5,0,4
3,DUO_SUPPORT,BOTTOM,0,0,0,0,15,True,19,3,10608,9725,25184,8624,14700,1859,7750,2499,5250,0,0,247,0,635,5616,11992,6712,4986,294,3035,3,1,0,2664,6785,6,0,0,0,1,0,0,0,0,1,0,0,63,27,4,0,5
