accountId,role,lane,totalScoreRank,totalPlayerScore,objectivePlayerScore,combatPlayerScore,champLevel,win,assists,deaths,goldEarned,goldSpent,totalDamageDealt,physicalDamageDealt,magicDamageDealt,trueDamageDealt,totalDamageDealtToChampions,physicalDamageDealtToChampions,magicDamageDealtToChampions,trueDamageDealtToChampions,largestCriticalStrike,totalTimeCrowdControlDealt,timeCCingOthers,longestTimeSpentLiving,damageSelfMitigated,totalDamageTaken,physicalDamageTaken,magicalDamageTaken,trueDamageTaken,totalHeal,totalUnitsHealed,turretKills,inhibitorKills,damageDealtToTurrets,damageDealtToObjectives,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,kills,doubleKills,tripleKills,quadraKills,pentaKills,largestMultiKill,killingSprees,largestKillingSpree,visionScore,wardsPlaced,wardsKilled,sightWardsBoughtInGame,visionWardsBoughtInGame
205488261,NONE,JUNGLE,0,0,0,0,15,True,12,8,13524,11435,155623,117625,30078,7920,15613,11360,3818,434,0,915,22,348,27058,34258,25865,7103,1288,7179,1,2,1,3458,7729,54,103,68,35,9,2,0,0,0,2,3,2,47,26,3,0,2
1115617,SOLO,TOP,0,0,0,0,16,True,12,5,12502,10900,133381,132973,0,408,21002,20842,0,160,0,145,7,719,28704,32253,22210,8430,1613,3038,1,0,0,4972,6512,202,10,4,6,5,1,0,0,0,2,2,2,24,10,1,0,2
203583080,DUO,BOTTOM,0,0,0,0,13,False,11,6,9937,9225,32011,10438,10543,11028,10621,2324,6403,1894,0,1132,49,701,28803,22036,16602,4982,451,3782,5,0,0,896,1723,48,0,0,0,5,0,0,0,0,1,2,3,62,29,8,0,3
202317705,DUO,BOTTOM,0,0,0,0,13,False,6,7,10309,9900,82495,74739,767,6988,15279,12253,513,2512,376,499,15,434,7477,17581,12836,4373,372,2397,3,1,0,295,5834,139,11,3,8,4,0,0,0,0,1,1,2,27,11,5,0,1
39528427,SOLO,TOP,0,0,0,0,15,False,8,6,12519,12475,139666,122142,17197,327,24839,19556,5075,207,0,239,11,672,15078,24806,19253,4425,1128,2944,1,0,0,3425,5328,240,0,0,0,6,1,0,0,0,2,1,2,18,8,5,0,3
50054051,SOLO,MIDDLE,0,0,0,0,16,False,8,7,11534,11100,138190,18034,120053,102,17168,2613,14452,102,0,294,17,693,15207,26630,17335,8271,1024,6149,1,1,0,1644,1644,226,6,0,6,3,0,0,0,0,1,1,2,31,13,5,0,2
51045323,NONE,JUNGLE,0,0,0,0,14,False,4,6,10948,10325,165094,152985,5445,6663,16416,13550,1892,973,0,492,17,744,18311,30771,23468,6405,898,11375,1,0,0,0,9929,46,113,76,37,5,1,0,0,0,2,1,4,45,17,5,0,4
47549742,SOLO,TOP,0,0,0,0,18,True,9,4,15224,14475,209030,202290,6046,693,28166,25928,2051,186,0,64,27,737,42131,46249,24646,20944,658,12658,1,2,0,8283,10677,274,2,2,0,6,0,0,0,0,1,2,2,31,14,1,0,1
203958799,DUO_CARRY,BOTTOM,0,0,0,0,17,True,10,10,16293,14700,265636,254720,5071,5844,42083,38684,2521,877,845,462,24,314,20409,31202,13912,16839,450,3163,4,3,0,6477,18798,252,41,6,35,7,2,0,0,0,2,2,2,18,6,5,0,0
200631555,DUO_SUPPORT,BOTTOM,0,0,0,0,16,True,24,3,13114,11350,11160,2539,7511,1108,6576,1415,4204,956,0,159,53,1096,22030,18249,9504,8544,200,13236,20,0,0,587,1025,12,0,0,0,2,0,0,0,0,1,0,0,91,38,8,0,4
51045323,NONE,JUNGLE,0,0,0,0,18,True,10,4,16573,15525,241593,46456,185885,9252,28841,1839,25296,1706,0,840,29,771,19150,29482,19557,9288,636,12418,1,4,1,7632,16521,62,131,91,40,11,1,0,0,0,2,3,4,37,19,5,0,2
44060890,SOLO,MIDDLE,0,0,0,0,17,True,5,7,15636,13325,163111,12215,149641,1255,27110,797,26235,78,968,2503,46,645,16875,31377,12668,18151,558,13408,1,0,0,2680,7670,221,2,0,2,9,2,0,0,0,2,3,3,24,15,3,0,1
36676486,NONE,JUNGLE,0,0,0,0,16,False,9,7,14132,14425,218649,201547,6281,10820,27390,24236,1581,1572,381,1059,26,1205,16499,35035,19478,14921,636,7904,1,0,0,2885,11366,65,127,88,39,7,0,0,0,0,1,1,5,25,12,2,0,0
50054051,SOLO,MIDDLE,0,0,0,0,18,False,6,3,16681,18300,216568,14195,200991,1382,46958,972,45319,666,0,347,41,1491,15486,20455,7706,12104,644,5390,1,0,0,247,942,287,11,4,7,13,1,1,0,0,3,2,7,36,19,5,0,2
723245,DUO_SUPPORT,BOTTOM,0,0,0,0,15,False,15,8,10269,9775,54326,4916,43551,5857,9005,1716,7289,0,0,370,33,621,55497,37134,23623,12816,695,9382,4,0,0,34,459,62,1,0,1,1,0,0,0,0,1,0,0,69,27,5,0,3
50640081,DUO_CARRY,BOTTOM,0,0,0,0,16,False,6,9,14141,13100,183772,182218,1049,504,23662,22348,1049,264,505,558,29,513,16603,31780,21464,9719,596,5236,3,2,0,2018,5116,260,26,11,15,6,0,0,0,0,1,1,2,41,16,5,0,2
201285917,SOLO,TOP,0,0,0,0,16,False,10,8,12297,11620,133261,22374,110886,0,19099,3207,15892,0,267,1760,51,504,48756,37607,23295,13080,1232,11244,1,1,0,1411,2747,197,0,0,0,1,0,0,0,0,1,0,0,21,8,1,0,0
51045323,DUO_CARRY,BOTTOM,0,0,0,0,14,True,3,1,10555,9175,122128,119431,1634,1062,10065,9484,187,393,401,75,6,955,6359,11906,8662,3039,204,1677,2,2,0,4216,6269,196,10,6,4,3,1,0,0,0,2,1,3,14,10,3,0,1
37763778,SOLO,TOP,0,0,0,0,15,True,3,2,10225,8625,105653,18974,84555,2124,12439,2539,8740,1159,585,800,38,849,21258,20452,17737,2050,664,8485,1,1,0,3311,3311,170,1,0,1,4,1,0,0,0,2,1,3,21,11,2,0,1
202576868,DUO_SUPPORT,BOTTOM,0,0,0,0,12,True,6,3,7894,7600,7880,3143,4627,108,5183,1119,3969,95,0,49,21,528,2888,8846,6165,2212,467,6305,5,0,0,1195,1195,8,0,0,0,2,0,0,0,0,1,0,0,51,20,8,0,2
201513334,NONE,JUNGLE,0,0,0,0,16,True,3,6,13515,11525,195956,173453,3666,18836,16555,11975,459,4119,0,782,5,619,18254,30394,24620,4631,1143,8544,1,2,0,6228,19380,51,136,80,56,10,2,0,0,0,2,2,4,21,10,2,0,0
37655281,SOLO,MIDDLE,0,0,0,0,14,True,4,4,10026,7250,105532,10875,94159,496,17634,751,16861,21,0,52,13,359,13079,13357,10109,2485,762,846,1,0,0,2321,4970,165,9,6,3,4,1,0,0,0,2,1,2,14,7,4,0,2
40464236,NONE,JUNGLE,0,0,0,0,15,False,7,3,9706,8875,161674,149172,4694,7808,13126,11164,645,1316,0,946,18,619,11009,20312,12179,7141,992,7089,1,0,0,1184,2202,72,95,70,25,2,0,0,0,0,1,0,0,15,10,2,0,0
41990189,SOLO,TOP,0,0,0,0,14,False,1,5,8484,7800,108131,105902,2228,0,10924,9840,1083,0,0,105,19,597,21982,17990,9356,5763,2870,2219,1,0,0,503,503,187,9,1,8,1,0,0,0,0,1,0,0,17,11,2,0,0
203258794,SOLO,MIDDLE,0,0,0,0,14,False,2,4,9839,8250,93834,85311,6464,2057,17082,13933,1783,1365,0,173,4,718,7053,15727,6874,8501,351,455,1,1,0,1203,1203,144,9,1,8,8,0,0,0,0,1,2,5,30,16,2,0,7
203766066,DUO_SUPPORT,BOTTOM,0,0,0,0,12,False,7,6,7052,7010,13550,3281,9669,600,10296,2017,7718,560,0,105,22,767,8891,15580,9228,4988,1364,3117,5,1,0,529,802,12,0,0,0,3,0,0,0,0,1,1,2,57,25,8,0,4
200669529,DUO_CARRY,BOTTOM,0,0,0,0,13,False,4,5,8762,8200,99001,94848,4152,0,8276,7997,279,0,707,112,11,860,6469,15270,8511,6087,671,3250,2,0,0,1588,1747,169,6,6,0,2,0,0,0,0,1,0,0,11,9,0,0,0
144678,DUO_SUPPORT,BOTTOM,0,0,0,0,16,True,23,10,13639,13550,45011,3921,38979,2111,16813,1861,13338,1613,0,403,27,818,14857,27691,11679,15434,577,10632,11,0,0,477,1826,37,0,0,0,6,0,0,0,0,1,2,2,95,47,8,0,4
1003890,SOLO,MIDDLE,0,0,0,0,18,True,24,6,15911,15350,201978,24886,170637,6453,27312,2952,22406,1952,0,424,20,581,22789,31393,11909,18229,1254,8172,1,4,1,8452,17797,199,2,2,0,5,1,0,0,0,2,1,2,30,11,2,0,2
205488261,DUO_CARRY,BOTTOM,0,0,0,0,18,True,12,8,19620,17400,317847,241408,70694,5744,36966,28847,6295,1822,1865,309,32,469,13312,28093,13967,13200,924,8166,4,1,0,5992,10218,280,67,33,34,13,2,1,0,0,3,3,6,33,10,6,0,0
202882308,NONE,JUNGLE,0,0,0,0,16,True,9,8,14651,14075,148120,100444,35688,11987,11739,8974,2339,425,0,802,18,482,24419,35191,14919,19766,506,7142,1,1,0,2452,15842,95,53,35,18,8,0,0,0,0,1,3,3,76,42,5,0,10
44862811,SOLO,TOP,0,0,0,0,18,True,22,10,16516,15450,188026,184003,289,3734,31241,29843,84,1314,0,232,13,414,49478,59980,18638,40123,1219,4809,1,3,0,5025,12074,207,26,12,14,10,2,0,0,0,2,3,3,29,20,1,0,4
44060890,SOLO,MIDDLE,0,0,0,0,17,False,15,5,15654,14150,203272,10266,192548,457,44413,654,43663,96,0,1407,41,991,11433,21560,13855,6994,710,2323,1,1,0,2012,5327,228,14,6,8,11,3,0,0,0,2,2,6,31,16,4,0,0
878413,DUO_CARRY,BOTTOM,0,0,0,0,16,False,11,8,16435,15550,224459,182627,40189,1642,39855,36241,3120,493,1321,177,9,820,23179,30583,15418,9176,5987,10418,3,1,2,2369,8691,208,13,7,6,9,0,0,0,0,1,3,4,60,16,2,0,2
202462180,DUO_SUPPORT,BOTTOM,0,0,0,0,15,False,21,10,12124,11675,41770,13565,18326,9879,11407,3686,5861,1858,0,98,65,426,66892,34351,25621,8154,575,6539,6,0,0,578,1632,77,0,0,0,2,0,0,0,0,1,0,0,111,41,20,0,3
51045323,NONE,JUNGLE,0,0,0,0,17,False,10,9,15712,13350,183709,33500,140214,9993,32970,1651,29332,1986,0,345,34,560,19623,30532,20021,10000,510,8914,1,3,0,2581,16409,55,104,64,40,13,2,0,0,0,2,5,3,45,20,6,0,3
31955904,SOLO,TOP,0,0,0,0,16,False,15,10,13369,12575,109974,23259,86159,556,23852,2416,21388,48,0,184,23,523,21387,32411,20838,11034,537,2940,1,0,0,1509,1793,148,7,6,1,7,0,0,0,0,1,1,3,29,14,3,0,4
51045323,SOLO,TOP,0,0,0,0,17,False,11,9,13974,13200,158680,151018,1060,6601,23411,16216,1060,6135,602,173,12,554,36017,36577,29620,4976,1980,7131,5,1,0,1717,1717,242,9,8,1,7,0,0,0,0,1,3,3,33,15,6,0,2
34573196,DUO_CARRY,BOTTOM,0,0,0,0,17,False,13,8,18254,18450,251379,239648,7659,4072,44829,40758,1762,2308,992,485,9,605,28330,22325,16955,2617,2752,2431,3,2,0,3123,3123,245,43,33,10,15,2,0,0,0,2,4,6,21,12,1,0,0
34912687,DUO_SUPPORT,BOTTOM,0,0,0,0,16,False,25,8,10756,10350,33030,6093,22109,4828,10154,1570,8283,300,0,1440,65,738,44738,25191,18424,3804,2962,1073,3,0,0,1128,6834,35,0,0,0,2,0,0,0,0,1,0,0,56,27,4,0,4
47417290,SOLO,MIDDLE,0,0,0,0,18,False,14,4,14973,14900,227208,22781,140267,64158,23397,2086,16374,4936,0,86,25,1074,14287,19033,15401,2357,1274,6061,1,0,0,1898,3668,288,3,2,1,6,0,0,0,0,1,2,3,15,11,1,0,0
47225505,NONE,JUNGLE,0,0,0,0,15,False,6,14,11715,13065,119322,74811,31749,12761,13376,9007,4009,359,0,879,31,458,34050,43850,34525,7942,1382,6672,1,0,0,0,10637,46,50,36,14,7,1,0,0,0,2,2,2,54,26,4,0,0
205271500,SOLO,TOP,0,0,0,0,17,True,14,7,16356,15975,148305,146129,0,2176,25067,24803,0,264,0,276,47,804,55042,34101,19393,7075,7632,6392,1,2,0,7012,14265,150,6,0,6,13,2,0,0,0,2,3,6,17,9,2,0,1
203258794,DUO_SUPPORT,BOTTOM,0,0,0,0,15,True,22,11,12588,11870,22129,4998,15541,1589,14581,2606,10385,1589,0,172,41,561,20286,25998,16738,7712,1546,2864,4,0,0,0,1169,16,2,0,2,3,0,0,0,0,1,0,0,77,34,9,0,10
46202917,SOLO,MIDDLE,0,0,0,0,18,True,8,6,19365,17000,289951,257733,27717,4499,35058,30610,2633,1814,1091,561,33,611,35207,30058,21056,5231,3769,620,1,0,1,3440,12865,280,38,23,15,14,3,0,0,0,2,5,3,21,10,3,0,0
43093710,DUO_CARRY,BOTTOM,0,0,0,0,18,True,14,4,18925,16200,276395,190389,71318,14687,33196,24361,3612,5222,1861,103,13,628,14768,20479,15549,4442,486,9565,3,5,2,12784,41585,281,19,5,14,10,1,0,0,0,2,2,4,38,13,4,0,0
39592878,NONE,JUNGLE,0,0,0,0,17,True,13,9,14562,13908,169881,115992,48325,5564,11530,6977,3090,1462,0,214,15,609,41917,43111,30136,11708,1267,13257,1,1,0,1523,8527,54,120,72,48,3,0,0,0,0,1,0,0,24,9,6,0,0
271667,NONE,JUNGLE,0,0,0,0,13,True,2,2,10229,7400,123153,108743,5294,9115,9992,7409,1016,1567,0,1031,15,342,5749,10358,7408,2725,224,4509,1,1,0,3530,3530,38,95,58,37,8,1,1,0,0,3,1,8,29,8,5,0,3
204033455,DUO_SUPPORT,BOTTOM,0,0,0,0,10,True,9,3,7509,5225,12440,2695,9462,282,5396,1237,3877,282,0,149,14,388,4241,6866,4027,2644,195,380,1,0,0,866,1149,9,0,0,0,3,0,0,0,0,1,0,0,40,19,4,0,5
202770637,DUO_CARRY,BOTTOM,0,0,0,0,11,True,4,2,8362,5775,78055,75084,2970,0,8997,8357,640,0,292,9,1,568,6186,11556,8601,2277,678,1482,3,1,0,3109,3109,147,1,0,1,2,0,0,0,0,1,0,0,16,9,1,0,3
35148602,SOLO,TOP,0,0,0,0,13,True,1,1,9180,5808,74547,63063,444,11039,11662,7934,444,3283,0,487,16,1020,10377,11212,9522,1344,346,772,1,4,1,11064,11064,139,2,0,2,5,0,0,0,0,1,2,3,12,5,2,0,1
200284161,SOLO,MIDDLE,0,0,0,0,13,True,6,3,9310,7125,72492,19284,53207,0,13834,978,12856,0,0,99,18,462,10866,15451,8882,5173,1396,1734,1,2,1,4996,4996,150,0,0,0,5,0,0,0,0,1,1,3,8,9,0,0,1
205755427,DUO_SUPPORT,BOTTOM,0,0,0,0,10,False,5,3,5227,4375,8591,3779,4811,0,4072,1293,2778,0,0,49,8,1069,3340,8888,5528,3179,179,4006,4,0,0,672,721,13,0,0,0,1,0,0,0,0,1,0,0,38,20,4,0,1
200404776,SOLO,TOP,0,0,0,0,11,False,0,6,6115,5075,57078,56076,1002,0,7504,6725,778,0,0,25,13,448,8322,17197,10222,4307,2667,2292,1,0,0,0,0,129,0,0,0,1,0,0,0,0,1,0,0,13,8,0,0,1
51045323,NONE,JUNGLE,0,0,0,0,10,False,2,3,7531,7025,76153,59519,11727,4906,6435,5115,1079,240,0,539,10,724,11244,14884,11159,2631,1093,3488,1,0,0,0,3701,13,86,53,33,6,1,0,0,0,2,2,3,27,16,3,0,2
604218,DUO_CARRY,BOTTOM,0,0,0,0,10,False,3,6,6409,5750,56737,52227,1247,3263,8732,7018,740,973,340,216,10,339,5801,13068,9966,2381,721,1096,2,0,0,683,2969,123,0,0,0,1,0,0,0,0,1,0,0,8,7,1,0,0
205532186,SOLO,MIDDLE,0,0,0,0,10,False,6,5,6015,4585,27287,2960,23700,626,8237,732,6879,626,0,26,19,451,4143,9384,2579,6334,471,437,1,0,0,721,721,60,0,0,0,2,0,0,0,0,1,0,0,7,5,1,0,0
35924498,DUO_SUPPORT,BOTTOM,0,0,0,0,14,True,10,5,11435,9475,61109,11128,49981,0,22908,1632,21276,0,0,370,53,984,6356,14609,9099,4048,1462,449,2,2,0,2227,5593,32,3,0,3,6,1,0,0,0,2,2,3,59,27,8,0,3
38595649,NONE,JUNGLE,0,0,0,0,16,True,12,4,13283,10475,192898,171084,5810,16004,20796,17383,2520,892,0,645,11,685,20926,31787,24342,6463,982,13248,1,2,1,5853,33219,74,94,60,34,5,0,0,0,0,1,1,2,15,4,3,0,1
204985776,DUO_CARRY,BOTTOM,0,0,0,0,15,True,10,2,13189,11450,149883,146258,3457,168,13799,12576,1139,84,1860,82,18,985,3467,8803,3825,4378,600,2759,3,1,1,4988,14167,221,2,1,1,6,1,1,0,0,3,2,3,34,11,6,0,0
43871200,SOLO,TOP,0,0,0,0,16,True,8,5,12893,11445,126317,121607,0,4709,22185,17475,0,4709,0,195,28,801,19833,29178,18445,5759,4974,7292,1,2,0,4527,4527,195,0,0,0,7,0,0,0,0,1,2,3,21,12,2,0,1
201893224,SOLO,MIDDLE,0,0,0,0,15,True,9,4,12226,11550,109993,16277,93022,694,13783,1916,11172,694,0,195,38,784,10538,13744,8071,4768,904,1115,1,2,0,4242,8273,157,16,3,13,6,0,0,0,0,1,1,4,21,13,2,0,2
34912687,DUO_CARRY,BOTTOM,0,0,0,0,15,False,5,3,11201,11275,163608,151724,11883,0,13149,10383,2765,0,510,339,23,983,8798,17994,10608,6867,517,5234,4,0,0,2237,2237,253,27,11,16,2,0,0,0,0,1,0,0,8,7,2,0,1
200284161,SOLO,MIDDLE,0,0,0,0,15,False,2,7,11269,11000,115247,75200,38823,1224,16644,3866,11553,1224,0,647,22,635,17768,27754,16488,10009,1256,8522,1,0,0,0,0,181,3,3,0,9,1,0,0,0,2,2,4,18,10,0,0,4
37455900,SOLO,TOP,0,0,0,0,14,False,6,8,10305,9875,101350,93417,1454,6478,19894,12712,703,6478,516,85,5,524,24447,32264,21341,7311,3611,7704,5,0,0,0,0,169,8,8,0,4,1,0,0,0,2,1,2,16,8,4,0,1
51045323,NONE,JUNGLE,0,0,0,0,14,False,8,6,9866,8925,117617,90506,20071,7040,10394,7674,2499,220,0,602,12,489,21030,24124,15968,7549,606,3901,1,0,0,0,157,35,88,71,17,3,0,0,0,0,1,1,2,49,30,3,0,4
200375972,DUO_SUPPORT,BOTTOM,0,0,0,0,12,False,7,6,8099,7550,24501,4746,19754,0,6701,1245,5455,0,0,300,25,428,5446,15814,9251,6174,388,564,1,1,0,886,886,18,0,0,0,2,0,0,0,0,1,0,0,54,23,6,0,4
200881251,DUO_CARRY,BOTTOM,0,0,0,0,13,False,2,3,8955,8475,105793,102275,2449,1068,8999,8283,703,12,330,16,2,771,6547,12564,10511,1975,78,745,1,0,0,578,2379,213,0,0,0,3,0,0,0,0,1,1,2,8,7,0,0,0
207794389,NONE,JUNGLE,0,0,0,0,12,False,3,11,7443,6375,119140,92339,18270,8530,7042,5051,858,1132,0,526,4,247,12122,27562,20638,6545,378,8674,15,0,0,0,6653,26,104,52,52,0,0,0,0,0,0,0,0,15,6,3,0,0
202576868,SOLO,MIDDLE,0,0,0,0,13,False,4,5,7748,7275,77274,12977,64162,134,9010,985,7890,134,0,222,23,510,7320,11708,5719,5821,168,696,1,0,0,65,586,147,0,0,0,3,0,0,0,0,1,0,0,19,11,2,0,1
42421339,DUO_SUPPORT,BOTTOM,0,0,0,0,10,False,6,2,5764,4925,11672,5508,6050,113,4305,932,3259,113,0,57,20,1121,10304,10679,7234,2962,481,2808,4,0,0,447,447,12,0,0,0,0,0,0,0,0,0,0,0,26,15,4,0,3
201471216,SOLO,TOP,0,0,0,0,11,False,1,10,7457,7220,57931,57700,0,230,7794,7564,0,230,0,90,22,267,15509,19119,15313,3321,484,454,1,0,0,99,315,120,3,2,1,4,0,0,0,0,1,0,0,17,11,3,0,3
878413,SOLO,TOP,0,0,0,0,14,True,6,2,13834,11050,130106,116078,13996,32,16862,15266,1563,32,1001,73,9,177,8448,11881,7624,1895,2360,3385,1,7,0,12570,21024,171,2,0,2,11,2,0,0,0,2,1,10,24,11,1,0,2
32202142,DUO_SUPPORT,BOTTOM,0,0,0,0,13,True,11,1,8394,6675,25562,11016,5848,8697,4694,2593,1787,313,0,98,13,766,16669,7641,5748,1872,20,2859,6,0,0,831,1283,45,0,0,0,3,1,0,0,0,2,1,3,37,19,3,0,3
38520725,SOLO,MIDDLE,0,0,0,0,14,True,4,4,9884,9825,95877,13528,82348,0,10084,431,9653,0,0,903,17,852,8546,10198,5581,4617,0,337,1,0,1,4197,4197,166,1,1,0,3,1,0,0,0,2,1,2,21,10,1,0,1
50417858,DUO_CARRY,BOTTOM,0,0,0,0,13,True,9,2,10066,8475,117659,104333,12268,1058,11380,9530,1495,354,1229,77,10,744,5502,10136,7914,2122,100,3160,3,1,0,6910,9346,189,14,6,8,1,0,0,0,0,1,0,0,19,12,3,0,3
51045323,NONE,JUNGLE,0,0,0,0,15,True,10,1,12862,10775,144284,125089,7126,12068,21227,16633,3703,890,0,346,9,1521,17140,23843,19948,3786,108,11580,1,0,0,1350,19706,29,101,50,51,13,2,1,0,0,3,1,13,36,12,5,0,2
35148602,SOLO,MIDDLE,0,0,0,0,11,False,0,7,6615,6275,74105,73595,510,0,5509,5151,358,0,0,22,4,424,10144,17004,7490,9194,320,573,1,0,0,757,757,146,0,0,0,0,0,0,0,0,0,0,0,12,7,2,0,1
201765538,DUO_CARRY,BOTTOM,0,0,0,0,11,False,0,3,6615,6125,72492,62632,8804,1055,8515,5832,2683,0,245,0,0,920,4160,8651,5035,3437,178,420,2,0,0,80,2581,135,10,7,3,1,0,0,0,0,1,0,0,8,8,1,0,1
201176848,SOLO,TOP,0,0,0,0,11,False,1,5,6847,5700,60653,56552,4101,0,14782,13220,1561,0,0,119,3,431,7471,12173,7762,4302,108,92,1,0,0,0,0,123,0,0,0,3,0,0,0,0,1,1,2,31,10,6,0,2
51045323,NONE,JUNGLE,0,0,0,0,11,False,1,3,7076,6175,87255,25347,55032,6874,7937,566,6857,512,0,312,12,616,5037,11648,8814,2813,20,4071,1,0,0,0,631,30,70,46,24,2,0,0,0,0,1,0,0,20,11,5,0,2
306292,DUO_SUPPORT,BOTTOM,0,0,0,0,10,False,1,4,5181,4950,12423,4229,7997,196,2144,358,1590,196,0,119,26,876,4744,8439,3659,4649,130,1637,6,0,0,89,306,15,0,0,0,0,0,0,0,0,0,0,0,45,21,4,0,2
41897392,SOLO,MIDDLE,0,0,0,0,13,True,6,0,9477,7225,87906,7154,80750,0,9118,62,9055,0,0,1993,14,0,3764,8619,6900,1663,56,4560,1,3,0,2272,10322,164,8,2,6,3,0,0,0,0,1,1,3,25,14,4,0,5
144678,NONE,JUNGLE,0,0,0,0,13,True,7,1,8880,6100,119268,89880,18033,11354,3355,2545,763,46,0,655,4,883,13914,22547,17616,4756,174,8809,1,1,0,5115,21123,19,91,50,41,2,0,0,0,0,1,0,0,48,25,3,0,5
45820889,DUO_SUPPORT,BOTTOM,0,0,0,0,12,True,9,2,9570,8475,40758,15182,24261,1314,14522,2726,11190,606,361,100,21,504,4902,14493,10454,3871,168,2894,1,2,0,3640,5009,21,0,0,0,9,1,0,0,0,2,1,7,13,5,4,0,1
49289759,DUO_CARRY,BOTTOM,0,0,0,0,13,True,6,0,11077,10925,102409,99638,1887,884,11801,11146,550,104,0,132,2,0,5654,11324,7395,3632,296,2442,2,1,1,7893,11370,191,4,0,4,6,1,0,0,0,2,1,6,6,8,0,0,1
210689602,SOLO,TOP,0,0,0,0,14,True,7,3,8945,7025,72621,33469,36175,2976,5167,3126,2041,0,0,197,17,203,13044,10039,8210,1814,14,1037,1,1,0,1613,7468,149,7,6,1,2,0,0,0,0,1,0,0,6,5,0,0,1
202485051,SOLO,MIDDLE,0,0,0,0,16,True,11,2,15924,14308,221816,199966,12837,9012,35157,26661,3907,4588,1133,557,0,419,10057,17673,10740,6347,585,6907,1,3,0,7268,12444,221,1,0,1,12,2,0,0,0,2,1,11,24,8,5,0,2
468138,DUO_CARRY,BOTTOM,0,0,0,0,13,True,10,10,10707,9210,98353,97196,31,1126,14467,14341,0,126,680,153,0,365,15257,21225,12851,5007,3366,4093,3,2,1,5045,13088,132,13,3,10,2,0,0,0,0,1,0,0,14,6,0,0,0
217756040,NONE,JUNGLE,0,0,0,0,16,True,15,7,13803,13850,137204,36807,95274,5122,28492,7039,19565,1888,0,444,0,439,21876,26385,17430,7229,1725,5627,1,0,0,864,1924,23,90,57,33,13,1,0,0,0,2,3,5,21,15,0,0,3
51045323,DUO_SUPPORT,BOTTOM,0,0,0,0,14,True,22,3,10468,8875,21847,5483,15738,626,8629,1601,6651,376,0,103,0,427,18000,14845,9749,4436,660,8660,6,0,1,1309,1663,28,1,0,1,1,0,0,0,0,1,0,0,51,20,8,0,3
201760833,SOLO,TOP,0,0,0,0,15,True,4,3,13140,11975,105939,102865,43,3030,18327,15254,43,3030,0,144,0,822,30921,27319,22280,4335,703,5683,1,2,0,5689,9407,186,4,0,4,8,2,0,0,0,2,1,6,31,10,0,0,1
48747133,DUO_SUPPORT,BOTTOM,0,0,0,0,13,False,14,6,8192,7675,19228,4401,12603,2223,9913,949,6739,2223,0,132,0,706,20695,19742,12560,4841,2340,3293,10,0,0,138,138,34,0,0,0,1,0,0,0,0,1,0,0,39,20,4,0,3
203145697,SOLO,MIDDLE,0,0,0,0,13,False,7,9,9698,9410,105343,9710,93843,1789,16959,855,14555,1547,0,41,0,439,10321,20437,12540,6240,1657,2270,1,0,0,586,1407,157,1,1,0,4,1,0,0,0,2,2,2,10,6,1,0,1
46782343,SOLO,TOP,0,0,0,0,15,False,5,5,10198,8755,115918,115741,0,177,16086,15908,0,177,0,83,0,1126,20720,29476,21300,4752,3422,0,0,1,0,2669,5116,189,13,2,11,2,0,0,0,0,1,1,2,26,13,1,0,3
200284161,NONE,JUNGLE,0,0,0,0,14,False,6,9,9901,9200,129317,95436,22741,11139,12495,9562,2407,525,0,605,0,509,23121,37557,30003,6241,1312,7345,1,0,0,0,8752,22,94,54,40,5,0,0,0,0,1,0,0,41,23,3,0,3
201883587,DUO_CARRY,BOTTOM,0,0,0,0,13,False,2,7,12539,11850,119083,113649,3440,1993,23509,21193,1114,1201,505,170,0,697,14680,26361,16192,8893,1275,3206,2,0,0,1530,1530,193,6,6,0,13,1,1,0,0,3,4,4,11,6,3,0,0
201420742,SOLO,TOP,0,0,0,0,11,True,2,1,6231,5275,59805,57952,1699,152,8436,7502,934,0,0,162,0,923,7863,7832,6090,1098,643,470,1,0,0,1181,1181,137,0,0,0,1,0,0,0,0,1,0,0,9,7,1,0,1
203495765,DUO_SUPPORT,BOTTOM,0,0,0,0,10,True,7,1,5961,4450,19418,6861,8006,4550,4953,1166,3177,610,0,130,0,693,5781,7716,6809,853,54,3533,5,1,0,1708,1708,24,0,0,0,3,0,0,0,0,1,1,2,20,10,1,0,2
51045323,NONE,JUNGLE,0,0,0,0,11,True,0,0,6829,5350,86113,71259,3534,11318,6815,5316,1168,330,0,341,0,0,5770,11784,9910,1855,18,6836,1,0,0,0,19874,20,50,28,22,6,2,0,0,0,2,1,6,15,7,1,0,3
202944436,SOLO,MIDDLE,0,0,0,0,11,True,4,2,5623,4860,41332,8949,32321,62,6426,872,5554,0,266,26,0,710,2224,6477,1329,5047,100,442,1,0,0,904,904,97,2,1,1,1,0,0,0,0,1,0,0,18,8,2,0,1
200750441,DUO_CARRY,BOTTOM,0,0,0,0,10,True,3,1,7542,5950,54619,52991,1131,496,7589,7023,406,160,0,50,0,694,3628,8707,7584,941,182,933,2,2,0,3391,3391,133,0,0,0,4,0,0,0,0,1,1,3,3,3,0,0,0
